run,cell,backend,wall_s,cpu_s,peak_rss_mb,thermal_before,thermal_after,cpu_speed_limit,gpu_wall_s,fallbacks,staged_bytes,throughput_mib_s
9,64m/16384KiB,libtorrent,0.0549978,0.055026,73.1406,100,100,100,0,0,67108864,1163.68
0,64m/16384KiB,metal,1.3258,0.2862,369.1,0,0,100,1.0453,0,67108864,48.27
1,64m/16384KiB,metal,1.2915,0.2786,369.4,0,0,100,1.0350,0,67108864,49.55
2,64m/16384KiB,metal,1.2778,0.2693,369.5,0,0,100,1.0310,0,67108864,50.09
3,64m/16384KiB,metal,1.2839,0.2705,369.5,0,0,100,1.0303,0,67108864,49.85
4,64m/16384KiB,metal,1.3876,0.3144,369.5,0,0,100,1.0329,0,67108864,46.12
5,64m/16384KiB,metal,1.3042,0.2821,369.6,0,0,100,1.0346,0,67108864,49.07
6,64m/16384KiB,metal,1.2810,0.2715,369.6,0,0,100,1.0315,0,67108864,49.96
7,64m/16384KiB,metal,1.2860,0.2713,369.6,0,0,100,1.0386,0,67108864,49.77
8,64m/16384KiB,metal,1.2851,0.2708,369.6,0,0,100,1.0314,0,67108864,49.80
9,64m/16384KiB,metal,1.2911,0.2819,369.6,0,0,100,1.0319,0,67108864,49.57
0,64m/256KiB,libtorrent,0.0564443,0.057672,72.7969,100,100,100,0,0,67108864,1133.86
1,64m/256KiB,libtorrent,0.0561679,0.057278,72.9062,100,100,100,0,0,67108864,1139.44
2,64m/256KiB,libtorrent,0.0567595,0.05798,72.9375,100,100,100,0,0,67108864,1127.57
3,64m/256KiB,libtorrent,0.0565145,0.057637,72.9688,100,100,100,0,0,67108864,1132.45
4,64m/256KiB,libtorrent,0.057299,0.058418,72.9844,100,100,100,0,0,67108864,1116.95
5,64m/256KiB,libtorrent,0.057969,0.057749,73,100,100,100,0,0,67108864,1104.04
6,64m/256KiB,libtorrent,0.0555429,0.056631,73.0156,100,100,100,0,0,67108864,1152.26
7,64m/256KiB,libtorrent,0.0565749,0.057685,73.0156,100,100,100,0,0,67108864,1131.24
8,64m/256KiB,libtorrent,0.0555547,0.05685,73.0469,100,100,100,0,0,67108864,1152.02
9,64m/256KiB,libtorrent,0.0568824,0.058066,73.0781,100,100,100,0,0,67108864,1125.13
0,64m/256KiB,metal,0.3529,0.2827,342.2,0,0,100,0.0540,0,67108864,181.38
1,64m/256KiB,metal,0.3016,0.2735,346.5,0,0,100,0.0486,0,67108864,212.18
2,64m/256KiB,metal,0.3510,0.2774,352.0,0,0,100,0.0576,0,67108864,182.35
3,64m/256KiB,metal,0.3127,0.2735,353.5,0,0,100,0.0557,0,67108864,204.69
4,64m/256KiB,metal,0.3132,0.2733,353.7,0,0,100,0.0560,0,67108864,204.32
5,64m/256KiB,metal,0.3137,0.2744,353.8,0,0,100,0.0559,0,67108864,204.03
6,64m/256KiB,metal,0.3151,0.2735,353.8,0,0,100,0.0564,0,67108864,203.14
7,64m/256KiB,metal,0.3148,0.2735,353.8,0,0,100,0.0575,0,67108864,203.31
8,64m/256KiB,metal,0.3138,0.2735,353.8,0,0,100,0.0580,0,67108864,203.96
9,64m/256KiB,metal,0.3120,0.2738,353.8,0,0,100,0.0551,0,67108864,205.15
0,64m/256KiB,cpu,0.1410,0.1415,9.3,0,0,100,0.0000,0,0,453.90
1,64m/256KiB,cpu,0.1396,0.1395,9.5,0,0,100,0.0000,0,0,458.39
2,64m/256KiB,cpu,0.1409,0.1412,9.5,0,0,100,0.0000,0,0,454.09
3,64m/256KiB,cpu,0.1416,0.1417,9.6,0,0,100,0.0000,0,0,451.90
4,64m/256KiB,cpu,0.1409,0.1410,9.7,0,0,100,0.0000,0,0,454.32
5,64m/256KiB,cpu,0.1404,0.1407,9.8,0,0,100,0.0000,0,0,455.72
6,64m/256KiB,cpu,0.1378,0.1375,9.8,0,0,100,0.0000,0,0,464.49
7,64m/256KiB,cpu,0.1406,0.1409,9.9,0,0,100,0.0000,0,0,455.08
8,64m/256KiB,cpu,0.1414,0.1413,9.9,0,0,100,0.0000,0,0,452.55
9,64m/256KiB,cpu,0.1406,0.1409,9.9,0,0,100,0.0000,0,0,455.12
0,1g/1024KiB,metal,4.6522,4.2395,1623.8,0,0,100,0.6724,0,1073741824,220.11
1,1g/1024KiB,metal,4.6632,4.2045,1635.2,0,0,100,0.6876,0,1073741824,219.59
2,1g/1024KiB,metal,4.6668,4.2298,1644.3,0,0,100,0.7273,0,1073741824,219.42
3,1g/1024KiB,metal,4.6641,4.2669,1651.0,0,0,100,0.6826,0,1073741824,219.55
4,1g/1024KiB,metal,4.6123,4.2250,1651.3,0,0,100,0.6842,0,1073741824,222.02
5,1g/1024KiB,metal,4.6450,4.2385,1651.3,0,0,100,0.6985,0,1073741824,220.45
6,1g/1024KiB,metal,4.6850,4.2616,1652.4,0,0,100,0.7129,0,1073741824,218.57
7,1g/1024KiB,metal,4.6211,4.2311,1652.8,0,0,100,0.6896,0,1073741824,221.59
8,1g/1024KiB,metal,4.7326,4.2736,1653.0,0,0,100,0.6857,0,1073741824,216.37
9,1g/1024KiB,metal,4.6260,4.2272,1653.3,0,0,100,0.6938,0,1073741824,221.36
0,1g/1024KiB,cpu,2.2545,2.2390,24.3,0,0,100,0.0000,0,0,454.19
1,1g/1024KiB,cpu,2.2568,2.2206,24.4,0,0,100,0.0000,0,0,453.73
2,1g/1024KiB,cpu,2.2456,2.2406,24.4,0,0,100,0.0000,0,0,455.99
3,1g/1024KiB,cpu,2.2495,2.2439,24.5,0,0,100,0.0000,0,0,455.21
4,1g/1024KiB,cpu,2.2494,2.2471,24.6,0,0,100,0.0000,0,0,455.23
5,1g/1024KiB,cpu,2.2460,2.2436,24.7,0,0,100,0.0000,0,0,455.93
6,1g/1024KiB,cpu,2.2431,2.2409,24.7,0,0,100,0.0000,0,0,456.52
7,1g/1024KiB,cpu,2.2409,2.2387,24.8,0,0,100,0.0000,0,0,456.96
8,1g/1024KiB,cpu,2.2381,2.2362,24.8,0,0,100,0.0000,0,0,457.53
9,1g/1024KiB,cpu,2.2262,2.2237,24.8,0,0,100,0.0000,0,0,459.97
0,1g/1024KiB,libtorrent,0.895804,0.89597,1032.89,100,100,100,0,0,1073741824,1143.11
1,1g/1024KiB,libtorrent,0.889178,0.897039,1032.95,100,100,100,0,0,1073741824,1151.63
2,1g/1024KiB,libtorrent,0.892523,0.900862,1032.95,100,100,100,0,0,1073741824,1147.31
3,1g/1024KiB,libtorrent,0.88951,0.898178,1032.97,100,100,100,0,0,1073741824,1151.2
4,1g/1024KiB,libtorrent,0.890723,0.898837,1032.98,100,100,100,0,0,1073741824,1149.63
5,1g/1024KiB,libtorrent,0.889746,0.897882,1033.02,100,100,100,0,0,1073741824,1150.89
6,1g/1024KiB,libtorrent,0.881122,0.886848,1033.02,100,100,100,0,0,1073741824,1162.15
7,1g/1024KiB,libtorrent,0.881445,0.887612,1033.05,100,100,100,0,0,1073741824,1161.73
8,1g/1024KiB,libtorrent,0.87161,0.875428,1033.09,100,100,100,0,0,1073741824,1174.84
9,1g/1024KiB,libtorrent,0.872971,0.879064,1033.11,100,100,100,0,0,1073741824,1173.01
0,4g/16384KiB,cpu,8.9524,8.8995,71.7,0,0,100,0.0000,0,0,457.53
1,4g/16384KiB,cpu,8.8442,8.8163,72.0,0,0,100,0.0000,0,0,463.13
2,4g/16384KiB,cpu,8.8567,8.7477,72.1,0,0,100,0.0000,0,0,462.47
3,4g/16384KiB,cpu,8.8953,8.8526,72.2,0,0,100,0.0000,0,0,460.47
4,4g/16384KiB,cpu,9.0285,9.0093,72.3,0,0,100,0.0000,0,0,453.68
5,4g/16384KiB,cpu,9.0066,8.9592,72.4,0,0,100,0.0000,0,0,454.78
6,4g/16384KiB,cpu,8.9185,8.8446,72.4,0,0,100,0.0000,0,0,459.27
7,4g/16384KiB,cpu,8.8429,8.8083,72.5,0,0,100,0.0000,0,0,463.20
8,4g/16384KiB,cpu,8.8882,8.8519,72.5,0,0,100,0.0000,0,0,460.83
9,4g/16384KiB,cpu,9.0085,8.9543,72.5,0,0,100,0.0000,0,0,454.68
0,4g/16384KiB,libtorrent,3.62276,3.52195,4105.33,100,100,100,0,0,4294967296,1130.63
1,4g/16384KiB,libtorrent,3.61116,3.6108,4105.41,100,100,100,0,0,4294967296,1134.26
2,4g/16384KiB,libtorrent,3.61467,3.61063,4105.41,100,100,100,0,0,4294967296,1133.16
3,4g/16384KiB,libtorrent,3.59035,3.59665,4105.42,100,100,100,0,0,4294967296,1140.84
4,4g/16384KiB,libtorrent,3.60945,3.61868,4105.47,100,100,100,0,0,4294967296,1134.8
5,4g/16384KiB,libtorrent,3.70332,3.70493,4105.48,100,100,100,0,0,4294967296,1106.04
6,4g/16384KiB,libtorrent,3.67794,3.68535,4105.48,100,100,100,0,0,4294967296,1113.67
7,4g/16384KiB,libtorrent,3.67279,3.68119,4105.48,100,100,100,0,0,4294967296,1115.23
8,4g/16384KiB,libtorrent,3.67926,3.67927,4105.53,100,100,100,0,0,4294967296,1113.27
9,4g/16384KiB,libtorrent,3.66963,3.66894,4105.55,100,100,100,0,0,4294967296,1116.19
0,4g/16384KiB,metal,34.3947,17.4485,2317.5,0,0,100,18.2557,0,4294967296,119.09
1,4g/16384KiB,metal,34.3017,17.4072,2350.2,0,0,100,18.2087,0,4294967296,119.41
2,4g/16384KiB,metal,34.5783,17.6344,2350.2,0,0,100,18.3105,0,4294967296,118.46
3,4g/16384KiB,metal,34.3766,17.4489,2350.2,0,0,100,18.3201,0,4294967296,119.15
4,4g/16384KiB,metal,34.2417,17.4806,2350.2,0,0,100,18.1430,0,4294967296,119.62
5,4g/16384KiB,metal,34.1373,17.3706,2350.2,0,0,100,18.1624,0,4294967296,119.99
6,4g/16384KiB,metal,34.4703,17.6116,2350.9,0,0,100,18.2500,0,4294967296,118.83
7,4g/16384KiB,metal,34.3388,17.4893,2350.9,0,0,100,18.2441,0,4294967296,119.28
8,4g/16384KiB,metal,34.3175,17.3827,2350.9,0,0,100,18.3034,0,4294967296,119.36
9,4g/16384KiB,metal,34.4756,17.6106,2350.9,0,0,100,18.2514,0,4294967296,118.81
0,1g/16384KiB,libtorrent,0.888532,0.891359,1033.31,100,100,100,0,0,1073741824,1152.46
1,1g/16384KiB,libtorrent,0.893531,0.895889,1033.38,100,100,100,0,0,1073741824,1146.01
2,1g/16384KiB,libtorrent,0.899674,0.896378,1033.38,100,100,100,0,0,1073741824,1138.19
3,1g/16384KiB,libtorrent,0.900543,0.898115,1033.41,100,100,100,0,0,1073741824,1137.09
4,1g/16384KiB,libtorrent,0.885375,0.887761,1033.45,100,100,100,0,0,1073741824,1156.57
5,1g/16384KiB,libtorrent,0.863965,0.852613,1033.47,100,100,100,0,0,1073741824,1185.23
6,1g/16384KiB,libtorrent,0.894909,0.898116,1033.47,100,100,100,0,0,1073741824,1144.25
7,1g/16384KiB,libtorrent,0.896339,0.899277,1033.47,100,100,100,0,0,1073741824,1142.42
8,1g/16384KiB,libtorrent,0.895884,0.898985,1033.52,100,100,100,0,0,1073741824,1143.01
9,1g/16384KiB,libtorrent,0.893973,0.897024,1033.53,100,100,100,0,0,1073741824,1145.45
0,1g/16384KiB,metal,8.6125,4.3773,1584.9,0,0,100,4.5665,0,1073741824,118.90
1,1g/16384KiB,metal,8.6624,4.4525,1593.6,0,0,100,4.5574,0,1073741824,118.21
2,1g/16384KiB,metal,8.7016,4.4674,1593.8,0,0,100,4.5726,0,1073741824,117.68
3,1g/16384KiB,metal,8.6139,4.3934,1593.9,0,0,100,4.5565,0,1073741824,118.88
4,1g/16384KiB,metal,8.6832,4.4224,1593.9,0,0,100,4.5731,0,1073741824,117.93
5,1g/16384KiB,metal,8.6687,4.4345,1593.9,0,0,100,4.5758,0,1073741824,118.13
6,1g/16384KiB,metal,8.6417,4.4207,1593.9,0,0,100,4.5697,0,1073741824,118.50
7,1g/16384KiB,metal,8.6290,4.4114,1593.9,0,0,100,4.5753,0,1073741824,118.67
8,1g/16384KiB,metal,8.6111,4.3814,1593.9,0,0,100,4.5753,0,1073741824,118.92
9,1g/16384KiB,metal,8.6962,4.4826,1593.9,0,0,100,4.5598,0,1073741824,117.75
0,1g/16384KiB,cpu,2.2707,2.2688,24.2,0,0,100,0.0000,0,0,450.96
1,1g/16384KiB,cpu,2.2670,2.2661,24.3,0,0,100,0.0000,0,0,451.69
2,1g/16384KiB,cpu,2.2851,2.2593,24.4,0,0,100,0.0000,0,0,448.11
3,1g/16384KiB,cpu,2.2299,2.2257,24.5,0,0,100,0.0000,0,0,459.20
4,1g/16384KiB,cpu,2.2641,2.2631,24.6,0,0,100,0.0000,0,0,452.28
5,1g/16384KiB,cpu,2.2608,2.2597,24.7,0,0,100,0.0000,0,0,452.95
6,1g/16384KiB,cpu,2.2515,2.2476,24.7,0,0,100,0.0000,0,0,454.82
7,1g/16384KiB,cpu,2.2953,2.2646,24.8,0,0,100,0.0000,0,0,446.13
8,1g/16384KiB,cpu,2.2227,2.2185,24.8,0,0,100,0.0000,0,0,460.70
9,1g/16384KiB,cpu,2.2581,2.2568,24.8,0,0,100,0.0000,0,0,453.47
0,1g/4096KiB,metal,5.3761,4.1747,1566.5,0,0,100,1.5329,0,1073741824,190.47
1,1g/4096KiB,metal,5.2032,4.0274,1576.4,0,0,100,1.4739,0,1073741824,196.80
2,1g/4096KiB,metal,5.1208,3.9833,1576.5,0,0,100,1.4769,0,1073741824,199.97
3,1g/4096KiB,metal,5.1156,3.9730,1576.6,0,0,100,1.4683,0,1073741824,200.17
4,1g/4096KiB,metal,5.1855,4.0068,1576.7,0,0,100,1.4969,0,1073741824,197.48
5,1g/4096KiB,metal,5.1214,3.9688,1576.7,0,0,100,1.4646,0,1073741824,199.94
6,1g/4096KiB,metal,5.2611,4.0621,1576.8,0,0,100,1.4992,0,1073741824,194.64
7,1g/4096KiB,metal,5.6871,4.3788,1577.4,0,0,100,1.4947,0,1073741824,180.06
8,1g/4096KiB,metal,5.1994,3.9949,1578.1,0,0,100,1.4736,0,1073741824,196.94
9,1g/4096KiB,metal,5.9598,4.4160,1578.1,0,0,100,1.6308,0,1073741824,171.82
0,1g/4096KiB,cpu,2.0733,2.0600,24.2,0,0,100,0.0000,0,0,493.90
1,1g/4096KiB,cpu,2.1519,2.1241,24.3,0,0,100,0.0000,0,0,475.85
2,1g/4096KiB,cpu,2.2491,2.2466,24.4,0,0,100,0.0000,0,0,455.29
3,1g/4096KiB,cpu,2.2539,2.2523,24.5,0,0,100,0.0000,0,0,454.33
4,1g/4096KiB,cpu,2.2499,2.2442,24.6,0,0,100,0.0000,0,0,455.13
5,1g/4096KiB,cpu,2.2481,2.2260,24.6,0,0,100,0.0000,0,0,455.49
6,1g/4096KiB,cpu,2.1892,2.1328,24.7,0,0,100,0.0000,0,0,467.75
7,1g/4096KiB,cpu,2.2463,2.2445,24.7,0,0,100,0.0000,0,0,455.87
8,1g/4096KiB,cpu,2.1979,2.1921,24.7,0,0,100,0.0000,0,0,465.90
9,1g/4096KiB,cpu,2.0621,2.0494,24.8,0,0,100,0.0000,0,0,496.58
0,1g/4096KiB,libtorrent,0.818601,0.817199,1032.94,100,100,100,0,0,1073741824,1250.92
1,1g/4096KiB,libtorrent,0.829357,0.807035,1033,100,100,100,0,0,1073741824,1234.69
2,1g/4096KiB,libtorrent,0.803995,0.80533,1033,100,100,100,0,0,1073741824,1273.64
3,1g/4096KiB,libtorrent,0.816667,0.814083,1033.02,100,100,100,0,0,1073741824,1253.88
4,1g/4096KiB,libtorrent,0.840838,0.821508,1033.03,100,100,100,0,0,1073741824,1217.83
5,1g/4096KiB,libtorrent,0.815744,0.812519,1033.06,100,100,100,0,0,1073741824,1255.3
6,1g/4096KiB,libtorrent,0.800092,0.801727,1033.08,100,100,100,0,0,1073741824,1279.85
7,1g/4096KiB,libtorrent,0.797339,0.799968,1033.11,100,100,100,0,0,1073741824,1284.27
8,1g/4096KiB,libtorrent,0.796894,0.798466,1033.14,100,100,100,0,0,1073741824,1284.99
9,1g/4096KiB,libtorrent,0.79613,0.798204,1033.16,100,100,100,0,0,1073741824,1286.22
0,64m/1024KiB,cpu,0.1280,0.1282,9.3,0,0,100,0.0000,0,0,499.85
1,64m/1024KiB,cpu,0.1268,0.1267,9.4,0,0,100,0.0000,0,0,504.89
2,64m/1024KiB,cpu,0.1304,0.1295,9.6,0,0,100,0.0000,0,0,490.67
3,64m/1024KiB,cpu,0.1278,0.1276,9.7,0,0,100,0.0000,0,0,500.73
4,64m/1024KiB,cpu,0.1284,0.1282,9.8,0,0,100,0.0000,0,0,498.37
5,64m/1024KiB,cpu,0.1283,0.1279,9.9,0,0,100,0.0000,0,0,498.87
6,64m/1024KiB,cpu,0.1325,0.1316,9.9,0,0,100,0.0000,0,0,482.99
7,64m/1024KiB,cpu,0.1404,0.1402,9.9,0,0,100,0.0000,0,0,455.93
8,64m/1024KiB,cpu,0.1407,0.1410,9.9,0,0,100,0.0000,0,0,454.93
9,64m/1024KiB,cpu,0.1407,0.1408,10.0,0,0,100,0.0000,0,0,454.80
0,64m/1024KiB,libtorrent,0.0538035,0.054349,72.75,100,100,100,0,0,67108864,1189.51
1,64m/1024KiB,libtorrent,0.0558237,0.056346,72.875,100,100,100,0,0,67108864,1146.47
2,64m/1024KiB,libtorrent,0.0554558,0.055979,72.875,100,100,100,0,0,67108864,1154.07
3,64m/1024KiB,libtorrent,0.0564771,0.056926,72.8906,100,100,100,0,0,67108864,1133.2
4,64m/1024KiB,libtorrent,0.0562305,0.056573,72.9062,100,100,100,0,0,67108864,1138.17
5,64m/1024KiB,libtorrent,0.0553574,0.055846,72.9375,100,100,100,0,0,67108864,1156.12
6,64m/1024KiB,libtorrent,0.0562968,0.056779,72.9531,100,100,100,0,0,67108864,1136.83
7,64m/1024KiB,libtorrent,0.0558563,0.056317,72.9844,100,100,100,0,0,67108864,1145.8
8,64m/1024KiB,libtorrent,0.055853,0.056381,73.0156,100,100,100,0,0,67108864,1145.87
9,64m/1024KiB,libtorrent,0.055609,0.056137,73.0312,100,100,100,0,0,67108864,1150.89
0,64m/1024KiB,metal,0.3708,0.2743,351.7,0,0,100,0.1035,0,67108864,172.60
1,64m/1024KiB,metal,0.3471,0.2698,354.7,0,0,100,0.0975,0,67108864,184.38
2,64m/1024KiB,metal,0.3532,0.2694,354.8,0,0,100,0.1037,0,67108864,181.21
3,64m/1024KiB,metal,0.3606,0.2714,355.9,0,0,100,0.1110,0,67108864,177.48
4,64m/1024KiB,metal,0.3565,0.2700,356.6,0,0,100,0.1073,0,67108864,179.51
5,64m/1024KiB,metal,0.3651,0.2703,356.6,0,0,100,0.1154,0,67108864,175.28
6,64m/1024KiB,metal,0.3586,0.2695,356.6,0,0,100,0.1056,0,67108864,178.45
7,64m/1024KiB,metal,0.3559,0.2699,356.6,0,0,100,0.1067,0,67108864,179.83
8,64m/1024KiB,metal,0.3553,0.2701,356.6,0,0,100,0.1055,0,67108864,180.13
9,64m/1024KiB,metal,0.3536,0.2708,358.7,0,0,100,0.1042,0,67108864,180.99
0,4g/4096KiB,libtorrent,3.28053,3.27475,4104.98,100,100,100,0,0,4294967296,1248.58
1,4g/4096KiB,libtorrent,3.26804,3.25951,4105.03,100,100,100,0,0,4294967296,1253.35
2,4g/4096KiB,libtorrent,3.23444,3.24389,4105.03,100,100,100,0,0,4294967296,1266.37
3,4g/4096KiB,libtorrent,3.23754,3.24562,4105.05,100,100,100,0,0,4294967296,1265.16
4,4g/4096KiB,libtorrent,3.23935,3.24819,4105.06,100,100,100,0,0,4294967296,1264.45
5,4g/4096KiB,libtorrent,3.24358,3.25292,4105.08,100,100,100,0,0,4294967296,1262.8
6,4g/4096KiB,libtorrent,3.39485,3.3422,4105.11,100,100,100,0,0,4294967296,1206.53
7,4g/4096KiB,libtorrent,3.25214,3.25292,4105.11,100,100,100,0,0,4294967296,1259.48
8,4g/4096KiB,libtorrent,3.3745,3.34179,4105.19,100,100,100,0,0,4294967296,1213.81
9,4g/4096KiB,libtorrent,3.29084,3.2887,4105.2,100,100,100,0,0,4294967296,1244.67
0,4g/4096KiB,metal,21.6051,16.8441,1593.1,0,0,100,5.9630,0,4294967296,189.58
1,4g/4096KiB,metal,21.5439,16.9385,1615.7,0,0,100,5.9174,0,4294967296,190.12
2,4g/4096KiB,metal,21.6883,17.1007,1616.3,0,0,100,5.9193,0,4294967296,188.86
3,4g/4096KiB,metal,21.6785,17.0895,1616.4,0,0,100,5.8802,0,4294967296,188.94
4,4g/4096KiB,metal,21.9021,17.0817,1616.5,0,0,100,6.0659,0,4294967296,187.01
5,4g/4096KiB,metal,21.7723,17.2036,1616.5,0,0,100,5.9163,0,4294967296,188.13
6,4g/4096KiB,metal,21.6831,17.0812,1617.4,0,0,100,5.8992,0,4294967296,188.90
7,4g/4096KiB,metal,21.6186,16.9845,1617.4,0,0,100,5.8662,0,4294967296,189.47
8,4g/4096KiB,metal,21.6087,16.9525,1617.5,0,0,100,5.8950,0,4294967296,189.55
9,4g/4096KiB,metal,21.7401,17.1008,1617.5,0,0,100,5.9024,0,4294967296,188.41
0,4g/4096KiB,cpu,9.0286,9.0196,71.8,0,0,100,0.0000,0,0,453.67
1,4g/4096KiB,cpu,9.0468,8.9922,72.1,0,0,100,0.0000,0,0,452.76
2,4g/4096KiB,cpu,8.9948,8.9327,72.1,0,0,100,0.0000,0,0,455.37
3,4g/4096KiB,cpu,8.9718,8.9486,72.2,0,0,100,0.0000,0,0,456.54
4,4g/4096KiB,cpu,8.9346,8.9055,72.3,0,0,100,0.0000,0,0,458.44
5,4g/4096KiB,cpu,8.9275,8.8119,72.5,0,0,100,0.0000,0,0,458.81
6,4g/4096KiB,cpu,8.9664,8.9052,72.5,0,0,100,0.0000,0,0,456.82
7,4g/4096KiB,cpu,8.8569,8.8304,72.5,0,0,100,0.0000,0,0,462.46
8,4g/4096KiB,cpu,8.9343,8.8506,72.5,0,0,100,0.0000,0,0,458.46
9,4g/4096KiB,cpu,9.0605,8.9712,72.7,0,0,100,0.0000,0,0,452.07
0,4g/1024KiB,metal,18.5666,16.9930,1652.5,0,0,100,2.7586,0,4294967296,220.61
1,4g/1024KiB,metal,18.4097,16.8830,1688.2,0,0,100,2.6897,0,4294967296,222.49
2,4g/1024KiB,metal,18.6615,17.1598,1688.4,0,0,100,2.7026,0,4294967296,219.49
3,4g/1024KiB,metal,18.5310,17.0603,1688.5,0,0,100,2.6647,0,4294967296,221.04
4,4g/1024KiB,metal,18.4766,16.9834,1688.7,0,0,100,2.7166,0,4294967296,221.69
5,4g/1024KiB,metal,18.6691,17.1675,1688.7,0,0,100,2.7159,0,4294967296,219.40
6,4g/1024KiB,metal,18.6490,17.1182,1688.8,0,0,100,2.7437,0,4294967296,219.64
7,4g/1024KiB,metal,18.5896,17.1045,1688.8,0,0,100,2.7116,0,4294967296,220.34
8,4g/1024KiB,metal,18.6127,17.0064,1688.8,0,0,100,2.7357,0,4294967296,220.06
9,4g/1024KiB,metal,18.6616,17.1605,1690.8,0,0,100,2.7353,0,4294967296,219.49
0,4g/1024KiB,cpu,9.0446,9.0305,71.9,0,0,100,0.0000,0,0,452.86
1,4g/1024KiB,cpu,9.0421,9.0374,72.3,0,0,100,0.0000,0,0,452.99
2,4g/1024KiB,cpu,9.0362,9.0216,72.3,0,0,100,0.0000,0,0,453.29
3,4g/1024KiB,cpu,8.9891,8.9747,72.4,0,0,100,0.0000,0,0,455.66
4,4g/1024KiB,cpu,8.9767,8.9606,72.5,0,0,100,0.0000,0,0,456.29
5,4g/1024KiB,cpu,8.9486,8.9335,72.7,0,0,100,0.0000,0,0,457.72
6,4g/1024KiB,cpu,8.9248,8.9022,72.8,0,0,100,0.0000,0,0,458.95
7,4g/1024KiB,cpu,8.9033,8.8595,72.8,0,0,100,0.0000,0,0,460.06
8,4g/1024KiB,cpu,9.0845,9.0737,72.8,0,0,100,0.0000,0,0,450.88
9,4g/1024KiB,cpu,9.0805,9.0769,72.8,0,0,100,0.0000,0,0,451.07
0,4g/1024KiB,libtorrent,3.68989,3.71246,4105.09,100,100,100,0,0,4294967296,1110.06
1,4g/1024KiB,libtorrent,3.69391,3.72466,4105.16,100,100,100,0,0,4294967296,1108.85
2,4g/1024KiB,libtorrent,3.68771,3.71796,4105.16,100,100,100,0,0,4294967296,1110.72
3,4g/1024KiB,libtorrent,3.6824,3.70704,4105.16,100,100,100,0,0,4294967296,1112.32
4,4g/1024KiB,libtorrent,3.67726,3.70795,4105.17,100,100,100,0,0,4294967296,1113.87
5,4g/1024KiB,libtorrent,3.6736,3.70669,4105.19,100,100,100,0,0,4294967296,1114.98
6,4g/1024KiB,libtorrent,3.67042,3.70317,4105.2,100,100,100,0,0,4294967296,1115.95
7,4g/1024KiB,libtorrent,3.66477,3.69825,4105.22,100,100,100,0,0,4294967296,1117.67
8,4g/1024KiB,libtorrent,3.64869,3.65998,4105.28,100,100,100,0,0,4294967296,1122.59
9,4g/1024KiB,libtorrent,3.61125,3.62357,4105.3,100,100,100,0,0,4294967296,1134.23
0,64m/4096KiB,cpu,0.1414,0.1412,9.3,0,0,100,0.0000,0,0,452.65
1,64m/4096KiB,cpu,0.1406,0.1403,9.4,0,0,100,0.0000,0,0,455.03
2,64m/4096KiB,cpu,0.1390,0.1382,9.5,0,0,100,0.0000,0,0,460.43
3,64m/4096KiB,cpu,0.1401,0.1397,9.5,0,0,100,0.0000,0,0,456.78
4,64m/4096KiB,cpu,0.1398,0.1396,9.7,0,0,100,0.0000,0,0,457.92
5,64m/4096KiB,cpu,0.1397,0.1399,9.7,0,0,100,0.0000,0,0,458.29
6,64m/4096KiB,cpu,0.1381,0.1376,9.8,0,0,100,0.0000,0,0,463.28
